@relation 'New Text Document-weka.filters.unsupervised.attribute.Remove-R1,3-4,10,13,16,19-weka.filters.unsupervised.attribute.Standardize-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-Rfirst-last-precision3-weka.filters.unsupervised.instance.Resample-S1-Z70.0'

@attribute 'Account Length' {'\'(-inf--0.487]\'','\'(-0.487-1.539]\'','\'(1.539-inf)\''}
@attribute 'Int\'l Plan' {no,yes}
@attribute 'VMail Plan' {yes,no}
@attribute 'VMail Message' {'\'(-inf-0.65]\'','\'(0.65-1.892]\'','\'(1.892-inf)\''}
@attribute 'Day Mins' {'\'(-inf--1.154]\'','\'(-1.154-0.993]\'','\'(0.993-inf)\''}
@attribute 'Day Calls' {'\'(-inf--2.264]\'','\'(-2.264-0.477]\'','\'(0.477-inf)\''}
@attribute 'Eve Mins' {'\'(-inf--1.572]\'','\'(-1.572-0.818]\'','\'(0.818-inf)\''}
@attribute 'Eve Calls' {'\'(-inf--2.181]\'','\'(-2.181-0.664]\'','\'(0.664-inf)\''}
@attribute 'Night Mins' {'\'(-inf--1.063]\'','\'(-1.063-1.388]\'','\'(1.388-inf)\''}
@attribute 'Night Calls' {'\'(-inf--1.011]\'','\'(-1.011-1.408]\'','\'(1.408-inf)\''}
@attribute 'Intl Mins' {'\'(-inf--1.279]\'','\'(-1.279-1.109]\'','\'(1.109-inf)\''}
@attribute 'Intl Calls' {'\'(-inf-0.889]\'','\'(0.889-3.597]\'','\'(3.597-inf)\''}
@attribute 'CustServ Calls' {'\'(-inf-1.092]\'','\'(1.092-3.373]\'','\'(3.373-inf)\''}
@attribute Churn? {False.,True.}

@data
'\'(-0.487-1.539]\'',no,no,'\'(-inf-0.65]\'','\'(0.993-inf)\'','\'(-2.264-0.477]\'','\'(0.818-inf)\'','\'(-2.181-0.664]\'','\'(-1.063-1.388]\'','\'(-1.011-1.408]\'','\'(-inf--1.279]\'','\'(-inf-0.889]\'','\'(-inf-1.092]\'',True.
'\'(-0.487-1.539]\'',no,no,'\'(-inf-0.65]\'','\'(-inf--1.154]\'','\'(-2.264-0.477]\'','\'(-1.572-0.818]\'','\'(-2.181-0.664]\'','\'(-1.063-1.388]\'','\'(-1.011-1.408]\'','\'(-1.279-1.109]\'','\'(-inf-0.889]\'','\'(-inf-1.092]\'',False.
'\'(-0.487-1.539]\'',no,no,'\'(-inf-0.65]\'','\'(-inf--1.154]\'','\'(-2.264-0.477]\'','\'(-1.572-0.818]\'','\'(-2.181-0.664]\'','\'(-1.063-1.388]\'','\'(1.408-inf)\'','\'(-1.279-1.109]\'','\'(-inf-0.889]\'','\'(-inf-1.092]\'',False.
'\'(-0.487-1.539]\'',no,no,'\'(-inf-0.65]\'','\'(0.993-inf)\'','\'(0.477-inf)\'','\'(-1.572-0.818]\'','\'(0.664-inf)\'','\'(1.388-inf)\'','\'(-1.011-1.408]\'','\'(-1.279-1.109]\'','\'(-inf-0.889]\'','\'(-inf-1.092]\'',False.
'\'(-inf--0.487]\'',no,no,'\'(-inf-0.65]\'','\'(-1.154-0.993]\'','\'(-2.264-0.477]\'','\'(-1.572-0.818]\'','\'(-2.181-0.664]\'','\'(-1.063-1.388]\'','\'(-inf--1.011]\'','\'(-1.279-1.109]\'','\'(-inf-0.889]\'','\'(-inf-1.092]\'',False.
'\'(-0.487-1.539]\'',no,yes,'\'(0.65-1.892]\'','\'(-1.154-0.993]\'','\'(-2.264-0.477]\'','\'(-1.572-0.818]\'','\'(-2.181-0.664]\'','\'(-1.063-1.388]\'','\'(-1.011-1.408]\'','\'(-1.279-1.109]\'','\'(-inf-0.889]\'','\'(-inf-1.092]\'',False.
'\'(-0.487-1.539]\'',no,no,'\'(-inf-0.65]\'','\'(0.993-inf)\'','\'(0.477-inf)\'','\'(-1.572-0.818]\'','\'(0.664-inf)\'','\'(-1.063-1.388]\'','\'(-1.011-1.408]\'','\'(-1.279-1.109]\'','\'(-inf-0.889]\'','\'(-inf-1.092]\'',False.
'\'(-inf--0.487]\'',no,no,'\'(-inf-0.65]\'','\'(0.993-inf)\'','\'(0.477-inf)\'','\'(-1.572-0.818]\'','\'(-2.181-0.664]\'','\'(-1.063-1.388]\'','\'(-1.011-1.408]\'','\'(-1.279-1.109]\'','\'(-inf-0.889]\'','\'(-inf-1.092]\'',False.
'\'(-0.487-1.539]\'',no,yes,'\'(0.65-1.892]\'','\'(-1.154-0.993]\'','\'(-2.264-0.477]\'','\'(-1.572-0.818]\'','\'(-2.181-0.664]\'','\'(-1.063-1.388]\'','\'(-inf--1.011]\'','\'(-1.279-1.109]\'','\'(0.889-3.597]\'','\'(-inf-1.092]\'',False.
'\'(-0.487-1.539]\'',no,no,'\'(-inf-0.65]\'','\'(-inf--1.154]\'','\'(-2.264-0.477]\'','\'(-1.572-0.818]\'','\'(-2.181-0.664]\'','\'(-1.063-1.388]\'','\'(1.408-inf)\'','\'(-1.279-1.109]\'','\'(-inf-0.889]\'','\'(-inf-1.092]\'',False.
'\'(-inf--0.487]\'',yes,yes,'\'(0.65-1.892]\'','\'(-1.154-0.993]\'','\'(0.477-inf)\'','\'(-1.572-0.818]\'','\'(-2.181-0.664]\'','\'(-1.063-1.388]\'','\'(-1.011-1.408]\'','\'(-1.279-1.109]\'','\'(-inf-0.889]\'','\'(-inf-1.092]\'',False.
'\'(1.539-inf)\'',no,no,'\'(-inf-0.65]\'','\'(-1.154-0.993]\'','\'(0.477-inf)\'','\'(0.818-inf)\'','\'(-2.181-0.664]\'','\'(-1.063-1.388]\'','\'(-inf--1.011]\'','\'(-1.279-1.109]\'','\'(-inf-0.889]\'','\'(-inf-1.092]\'',False.
'\'(-inf--0.487]\'',yes,no,'\'(-inf-0.65]\'','\'(-inf--1.154]\'','\'(-2.264-0.477]\'','\'(0.818-inf)\'','\'(-2.181-0.664]\'','\'(-inf--1.063]\'','\'(-1.011-1.408]\'','\'(-1.279-1.109]\'','\'(-inf-0.889]\'','\'(-inf-1.092]\'',False.
'\'(-inf--0.487]\'',no,yes,'\'(0.65-1.892]\'','\'(-1.154-0.993]\'','\'(0.477-inf)\'','\'(0.818-inf)\'','\'(0.664-inf)\'','\'(-1.063-1.388]\'','\'(-inf--1.011]\'','\'(1.109-inf)\'','\'(0.889-3.597]\'','\'(-inf-1.092]\'',False.
'\'(-0.487-1.539]\'',no,yes,'\'(0.65-1.892]\'','\'(-1.154-0.993]\'','\'(-2.264-0.477]\'','\'(-1.572-0.818]\'','\'(0.664-inf)\'','\'(-1.063-1.388]\'','\'(-inf--1.011]\'','\'(-1.279-1.109]\'','\'(0.889-3.597]\'','\'(-inf-1.092]\'',False.
'\'(-0.487-1.539]\'',no,no,'\'(-inf-0.65]\'','\'(0.993-inf)\'','\'(0.477-inf)\'','\'(-1.572-0.818]\'','\'(-2.181-0.664]\'','\'(-1.063-1.388]\'','\'(-1.011-1.408]\'','\'(1.109-inf)\'','\'(-inf-0.889]\'','\'(-inf-1.092]\'',True.
'\'(-inf--0.487]\'',no,no,'\'(-inf-0.65]\'','\'(-1.154-0.993]\'','\'(0.477-inf)\'','\'(-1.572-0.818]\'','\'(-2.181-0.664]\'','\'(-1.063-1.388]\'','\'(-1.011-1.408]\'','\'(-inf--1.279]\'','\'(0.889-3.597]\'','\'(1.092-3.373]\'',True.
'\'(-0.487-1.539]\'',no,yes,'\'(1.892-inf)\'','\'(0.993-inf)\'','\'(0.477-inf)\'','\'(0.818-inf)\'','\'(-2.181-0.664]\'','\'(-1.063-1.388]\'','\'(1.408-inf)\'','\'(-1.279-1.109]\'','\'(-inf-0.889]\'','\'(-inf-1.092]\'',False.
'\'(1.539-inf)\'',no,no,'\'(-inf-0.65]\'','\'(-1.154-0.993]\'','\'(-2.264-0.477]\'','\'(-1.572-0.818]\'','\'(-2.181-0.664]\'','\'(-inf--1.063]\'','\'(-1.011-1.408]\'','\'(-1.279-1.109]\'','\'(-inf-0.889]\'','\'(-inf-1.092]\'',False.
'\'(-inf--0.487]\'',no,yes,'\'(-inf-0.65]\'','\'(-1.154-0.993]\'','\'(-2.264-0.477]\'','\'(-1.572-0.818]\'','\'(-2.181-0.664]\'','\'(1.388-inf)\'','\'(-1.011-1.408]\'','\'(-1.279-1.109]\'','\'(-inf-0.889]\'','\'(-inf-1.092]\'',False.
'\'(-inf--0.487]\'',no,no,'\'(-inf-0.65]\'','\'(-inf--1.154]\'','\'(0.477-inf)\'','\'(0.818-inf)\'','\'(0.664-inf)\'','\'(-1.063-1.388]\'','\'(-inf--1.011]\'','\'(-1.279-1.109]\'','\'(-inf-0.889]\'','\'(-inf-1.092]\'',False.
'\'(-inf--0.487]\'',no,no,'\'(-inf-0.65]\'','\'(0.993-inf)\'','\'(0.477-inf)\'','\'(-1.572-0.818]\'','\'(-2.181-0.664]\'','\'(-1.063-1.388]\'','\'(1.408-inf)\'','\'(-1.279-1.109]\'','\'(-inf-0.889]\'','\'(-inf-1.092]\'',False.
'\'(-0.487-1.539]\'',no,no,'\'(-inf-0.65]\'','\'(-1.154-0.993]\'','\'(-2.264-0.477]\'','\'(-1.572-0.818]\'','\'(-2.181-0.664]\'','\'(-1.063-1.388]\'','\'(-1.011-1.408]\'','\'(-inf--1.279]\'','\'(-inf-0.889]\'','\'(-inf-1.092]\'',False.
'\'(-0.487-1.539]\'',yes,no,'\'(-inf-0.65]\'','\'(-inf--1.154]\'','\'(-2.264-0.477]\'','\'(0.818-inf)\'','\'(-2.181-0.664]\'','\'(-1.063-1.388]\'','\'(-1.011-1.408]\'','\'(-1.279-1.109]\'','\'(-inf-0.889]\'','\'(-inf-1.092]\'',True.
'\'(-0.487-1.539]\'',no,yes,'\'(-inf-0.65]\'','\'(-inf--1.154]\'','\'(-2.264-0.477]\'','\'(-1.572-0.818]\'','\'(-2.181-0.664]\'','\'(-inf--1.063]\'','\'(-1.011-1.408]\'','\'(-1.279-1.109]\'','\'(-inf-0.889]\'','\'(-inf-1.092]\'',False.
'\'(-inf--0.487]\'',no,no,'\'(-inf-0.65]\'','\'(-inf--1.154]\'','\'(-2.264-0.477]\'','\'(0.818-inf)\'','\'(0.664-inf)\'','\'(-1.063-1.388]\'','\'(-1.011-1.408]\'','\'(-1.279-1.109]\'','\'(-inf-0.889]\'','\'(-inf-1.092]\'',False.
'\'(-0.487-1.539]\'',no,no,'\'(-inf-0.65]\'','\'(0.993-inf)\'','\'(-inf--2.264]\'','\'(-1.572-0.818]\'','\'(-2.181-0.664]\'','\'(-inf--1.063]\'','\'(-1.011-1.408]\'','\'(-1.279-1.109]\'','\'(-inf-0.889]\'','\'(-inf-1.092]\'',False.
'\'(-inf--0.487]\'',no,no,'\'(-inf-0.65]\'','\'(0.993-inf)\'','\'(-2.264-0.477]\'','\'(-1.572-0.818]\'','\'(-2.181-0.664]\'','\'(-1.063-1.388]\'','\'(-1.011-1.408]\'','\'(-1.279-1.109]\'','\'(-inf-0.889]\'','\'(-inf-1.092]\'',False.
'\'(-inf--0.487]\'',no,no,'\'(-inf-0.65]\'','\'(-1.154-0.993]\'','\'(-2.264-0.477]\'','\'(-1.572-0.818]\'','\'(0.664-inf)\'','\'(-inf--1.063]\'','\'(-1.011-1.408]\'','\'(-1.279-1.109]\'','\'(-inf-0.889]\'','\'(-inf-1.092]\'',False.
'\'(-inf--0.487]\'',no,yes,'\'(0.65-1.892]\'','\'(0.993-inf)\'','\'(-2.264-0.477]\'','\'(-1.572-0.818]\'','\'(-2.181-0.664]\'','\'(-1.063-1.388]\'','\'(-inf--1.011]\'','\'(-1.279-1.109]\'','\'(-inf-0.889]\'','\'(1.092-3.373]\'',False.
'\'(-0.487-1.539]\'',no,no,'\'(-inf-0.65]\'','\'(-1.154-0.993]\'','\'(-2.264-0.477]\'','\'(-1.572-0.818]\'','\'(-2.181-0.664]\'','\'(-1.063-1.388]\'','\'(-1.011-1.408]\'','\'(-1.279-1.109]\'','\'(-inf-0.889]\'','\'(1.092-3.373]\'',True.
'\'(-0.487-1.539]\'',no,no,'\'(-inf-0.65]\'','\'(-1.154-0.993]\'','\'(0.477-inf)\'','\'(-1.572-0.818]\'','\'(0.664-inf)\'','\'(-inf--1.063]\'','\'(-1.011-1.408]\'','\'(-1.279-1.109]\'','\'(-inf-0.889]\'','\'(-inf-1.092]\'',False.
'\'(-inf--0.487]\'',no,no,'\'(-inf-0.65]\'','\'(-1.154-0.993]\'','\'(-2.264-0.477]\'','\'(0.818-inf)\'','\'(-2.181-0.664]\'','\'(-1.063-1.388]\'','\'(-1.011-1.408]\'','\'(-1.279-1.109]\'','\'(0.889-3.597]\'','\'(-inf-1.092]\'',True.
'\'(-0.487-1.539]\'',no,no,'\'(-inf-0.65]\'','\'(-inf--1.154]\'','\'(-2.264-0.477]\'','\'(-1.572-0.818]\'','\'(-2.181-0.664]\'','\'(-1.063-1.388]\'','\'(1.408-inf)\'','\'(1.109-inf)\'','\'(-inf-0.889]\'','\'(-inf-1.092]\'',False.
'\'(1.539-inf)\'',no,yes,'\'(0.65-1.892]\'','\'(0.993-inf)\'','\'(-2.264-0.477]\'','\'(-1.572-0.818]\'','\'(-2.181-0.664]\'','\'(-1.063-1.388]\'','\'(-1.011-1.408]\'','\'(-1.279-1.109]\'','\'(0.889-3.597]\'','\'(-inf-1.092]\'',False.
'\'(-inf--0.487]\'',no,no,'\'(-inf-0.65]\'','\'(-1.154-0.993]\'','\'(-2.264-0.477]\'','\'(-1.572-0.818]\'','\'(-2.181-0.664]\'','\'(-1.063-1.388]\'','\'(-1.011-1.408]\'','\'(-1.279-1.109]\'','\'(-inf-0.889]\'','\'(1.092-3.373]\'',False.
'\'(-0.487-1.539]\'',no,yes,'\'(0.65-1.892]\'','\'(-1.154-0.993]\'','\'(-2.264-0.477]\'','\'(-1.572-0.818]\'','\'(-2.181-0.664]\'','\'(-1.063-1.388]\'','\'(-1.011-1.408]\'','\'(-1.279-1.109]\'','\'(-inf-0.889]\'','\'(-inf-1.092]\'',False.
'\'(-0.487-1.539]\'',no,no,'\'(-inf-0.65]\'','\'(-1.154-0.993]\'','\'(-2.264-0.477]\'','\'(-1.572-0.818]\'','\'(-2.181-0.664]\'','\'(-1.063-1.388]\'','\'(-1.011-1.408]\'','\'(-1.279-1.109]\'','\'(-inf-0.889]\'','\'(-inf-1.092]\'',False.
'\'(-inf--0.487]\'',no,no,'\'(-inf-0.65]\'','\'(-1.154-0.993]\'','\'(-2.264-0.477]\'','\'(-1.572-0.818]\'','\'(-2.181-0.664]\'','\'(-inf--1.063]\'','\'(-1.011-1.408]\'','\'(-1.279-1.109]\'','\'(0.889-3.597]\'','\'(-inf-1.092]\'',False.
'\'(-0.487-1.539]\'',no,no,'\'(-inf-0.65]\'','\'(0.993-inf)\'','\'(-2.264-0.477]\'','\'(-1.572-0.818]\'','\'(-2.181-0.664]\'','\'(1.388-inf)\'','\'(-1.011-1.408]\'','\'(-1.279-1.109]\'','\'(-inf-0.889]\'','\'(-inf-1.092]\'',False.
'\'(-inf--0.487]\'',no,no,'\'(-inf-0.65]\'','\'(-1.154-0.993]\'','\'(-2.264-0.477]\'','\'(0.818-inf)\'','\'(-2.181-0.664]\'','\'(-1.063-1.388]\'','\'(-1.011-1.408]\'','\'(-inf--1.279]\'','\'(-inf-0.889]\'','\'(-inf-1.092]\'',False.
'\'(-0.487-1.539]\'',no,no,'\'(-inf-0.65]\'','\'(-1.154-0.993]\'','\'(0.477-inf)\'','\'(-1.572-0.818]\'','\'(-2.181-0.664]\'','\'(-1.063-1.388]\'','\'(-1.011-1.408]\'','\'(-1.279-1.109]\'','\'(-inf-0.889]\'','\'(-inf-1.092]\'',False.
'\'(-inf--0.487]\'',no,no,'\'(-inf-0.65]\'','\'(-1.154-0.993]\'','\'(-2.264-0.477]\'','\'(-1.572-0.818]\'','\'(0.664-inf)\'','\'(-1.063-1.388]\'','\'(-1.011-1.408]\'','\'(-1.279-1.109]\'','\'(-inf-0.889]\'','\'(-inf-1.092]\'',False.
'\'(-0.487-1.539]\'',no,no,'\'(-inf-0.65]\'','\'(-1.154-0.993]\'','\'(0.477-inf)\'','\'(-1.572-0.818]\'','\'(0.664-inf)\'','\'(-1.063-1.388]\'','\'(-inf--1.011]\'','\'(-1.279-1.109]\'','\'(-inf-0.889]\'','\'(1.092-3.373]\'',True.
'\'(-0.487-1.539]\'',no,no,'\'(-inf-0.65]\'','\'(-1.154-0.993]\'','\'(-2.264-0.477]\'','\'(-1.572-0.818]\'','\'(-2.181-0.664]\'','\'(-1.063-1.388]\'','\'(-1.011-1.408]\'','\'(-1.279-1.109]\'','\'(-inf-0.889]\'','\'(-inf-1.092]\'',False.
'\'(-0.487-1.539]\'',no,no,'\'(-inf-0.65]\'','\'(-1.154-0.993]\'','\'(-2.264-0.477]\'','\'(-1.572-0.818]\'','\'(0.664-inf)\'','\'(-1.063-1.388]\'','\'(-inf--1.011]\'','\'(-1.279-1.109]\'','\'(-inf-0.889]\'','\'(-inf-1.092]\'',False.
'\'(-0.487-1.539]\'',no,yes,'\'(0.65-1.892]\'','\'(-1.154-0.993]\'','\'(-inf--2.264]\'','\'(-1.572-0.818]\'','\'(0.664-inf)\'','\'(-inf--1.063]\'','\'(-1.011-1.408]\'','\'(-1.279-1.109]\'','\'(-inf-0.889]\'','\'(-inf-1.092]\'',False.
'\'(1.539-inf)\'',no,yes,'\'(0.65-1.892]\'','\'(-1.154-0.993]\'','\'(-2.264-0.477]\'','\'(-1.572-0.818]\'','\'(-2.181-0.664]\'','\'(-1.063-1.388]\'','\'(-1.011-1.408]\'','\'(-1.279-1.109]\'','\'(-inf-0.889]\'','\'(-inf-1.092]\'',False.
'\'(-0.487-1.539]\'',no,no,'\'(-inf-0.65]\'','\'(-1.154-0.993]\'','\'(-2.264-0.477]\'','\'(0.818-inf)\'','\'(-2.181-0.664]\'','\'(-1.063-1.388]\'','\'(-1.011-1.408]\'','\'(-1.279-1.109]\'','\'(-inf-0.889]\'','\'(-inf-1.092]\'',False.
'\'(-0.487-1.539]\'',no,no,'\'(-inf-0.65]\'','\'(-1.154-0.993]\'','\'(-2.264-0.477]\'','\'(-1.572-0.818]\'','\'(-2.181-0.664]\'','\'(-inf--1.063]\'','\'(-inf--1.011]\'','\'(-1.279-1.109]\'','\'(-inf-0.889]\'','\'(-inf-1.092]\'',False.
'\'(-inf--0.487]\'',no,no,'\'(-inf-0.65]\'','\'(-1.154-0.993]\'','\'(-2.264-0.477]\'','\'(-1.572-0.818]\'','\'(-2.181-0.664]\'','\'(-1.063-1.388]\'','\'(-1.011-1.408]\'','\'(1.109-inf)\'','\'(-inf-0.889]\'','\'(-inf-1.092]\'',False.
'\'(1.539-inf)\'',no,no,'\'(-inf-0.65]\'','\'(-1.154-0.993]\'','\'(0.477-inf)\'','\'(-1.572-0.818]\'','\'(-2.181-0.664]\'','\'(-1.063-1.388]\'','\'(-1.011-1.408]\'','\'(-1.279-1.109]\'','\'(-inf-0.889]\'','\'(-inf-1.092]\'',False.
'\'(-inf--0.487]\'',no,no,'\'(-inf-0.65]\'','\'(-1.154-0.993]\'','\'(-2.264-0.477]\'','\'(-inf--1.572]\'','\'(-2.181-0.664]\'','\'(-1.063-1.388]\'','\'(-1.011-1.408]\'','\'(-1.279-1.109]\'','\'(-inf-0.889]\'','\'(-inf-1.092]\'',False.
'\'(-inf--0.487]\'',no,no,'\'(-inf-0.65]\'','\'(-1.154-0.993]\'','\'(-2.264-0.477]\'','\'(0.818-inf)\'','\'(-2.181-0.664]\'','\'(-1.063-1.388]\'','\'(-inf--1.011]\'','\'(-1.279-1.109]\'','\'(-inf-0.889]\'','\'(-inf-1.092]\'',False.
'\'(-inf--0.487]\'',no,yes,'\'(1.892-inf)\'','\'(-1.154-0.993]\'','\'(-2.264-0.477]\'','\'(-1.572-0.818]\'','\'(-2.181-0.664]\'','\'(-1.063-1.388]\'','\'(-1.011-1.408]\'','\'(-1.279-1.109]\'','\'(-inf-0.889]\'','\'(-inf-1.092]\'',False.
'\'(-inf--0.487]\'',no,no,'\'(-inf-0.65]\'','\'(-1.154-0.993]\'','\'(-2.264-0.477]\'','\'(-1.572-0.818]\'','\'(-2.181-0.664]\'','\'(-1.063-1.388]\'','\'(-1.011-1.408]\'','\'(-1.279-1.109]\'','\'(-inf-0.889]\'','\'(-inf-1.092]\'',False.
'\'(-inf--0.487]\'',no,no,'\'(-inf-0.65]\'','\'(-1.154-0.993]\'','\'(-2.264-0.477]\'','\'(-1.572-0.818]\'','\'(-2.181-0.664]\'','\'(-1.063-1.388]\'','\'(-1.011-1.408]\'','\'(1.109-inf)\'','\'(-inf-0.889]\'','\'(-inf-1.092]\'',False.
'\'(-inf--0.487]\'',no,no,'\'(-inf-0.65]\'','\'(-1.154-0.993]\'','\'(-2.264-0.477]\'','\'(0.818-inf)\'','\'(0.664-inf)\'','\'(-1.063-1.388]\'','\'(-1.011-1.408]\'','\'(-inf--1.279]\'','\'(-inf-0.889]\'','\'(-inf-1.092]\'',False.
'\'(-0.487-1.539]\'',no,yes,'\'(1.892-inf)\'','\'(-1.154-0.993]\'','\'(0.477-inf)\'','\'(-1.572-0.818]\'','\'(-2.181-0.664]\'','\'(-inf--1.063]\'','\'(-1.011-1.408]\'','\'(-1.279-1.109]\'','\'(-inf-0.889]\'','\'(-inf-1.092]\'',False.
'\'(-0.487-1.539]\'',no,no,'\'(-inf-0.65]\'','\'(-1.154-0.993]\'','\'(0.477-inf)\'','\'(-1.572-0.818]\'','\'(-2.181-0.664]\'','\'(-1.063-1.388]\'','\'(-1.011-1.408]\'','\'(-1.279-1.109]\'','\'(0.889-3.597]\'','\'(-inf-1.092]\'',True.
'\'(-0.487-1.539]\'',no,no,'\'(-inf-0.65]\'','\'(-1.154-0.993]\'','\'(0.477-inf)\'','\'(0.818-inf)\'','\'(-2.181-0.664]\'','\'(-1.063-1.388]\'','\'(1.408-inf)\'','\'(-1.279-1.109]\'','\'(-inf-0.889]\'','\'(-inf-1.092]\'',False.
'\'(-inf--0.487]\'',no,no,'\'(-inf-0.65]\'','\'(-1.154-0.993]\'','\'(-2.264-0.477]\'','\'(-1.572-0.818]\'','\'(-2.181-0.664]\'','\'(-1.063-1.388]\'','\'(-1.011-1.408]\'','\'(-1.279-1.109]\'','\'(-inf-0.889]\'','\'(-inf-1.092]\'',False.
'\'(-inf--0.487]\'',no,no,'\'(-inf-0.65]\'','\'(0.993-inf)\'','\'(-2.264-0.477]\'','\'(0.818-inf)\'','\'(0.664-inf)\'','\'(-1.063-1.388]\'','\'(-inf--1.011]\'','\'(-1.279-1.109]\'','\'(-inf-0.889]\'','\'(-inf-1.092]\'',True.
'\'(-0.487-1.539]\'',no,no,'\'(-inf-0.65]\'','\'(-1.154-0.993]\'','\'(0.477-inf)\'','\'(-1.572-0.818]\'','\'(-2.181-0.664]\'','\'(-1.063-1.388]\'','\'(1.408-inf)\'','\'(-1.279-1.109]\'','\'(-inf-0.889]\'','\'(-inf-1.092]\'',False.
'\'(-0.487-1.539]\'',yes,no,'\'(-inf-0.65]\'','\'(0.993-inf)\'','\'(-2.264-0.477]\'','\'(-1.572-0.818]\'','\'(-2.181-0.664]\'','\'(-inf--1.063]\'','\'(-1.011-1.408]\'','\'(-1.279-1.109]\'','\'(-inf-0.889]\'','\'(1.092-3.373]\'',False.
'\'(-0.487-1.539]\'',no,no,'\'(-inf-0.65]\'','\'(-1.154-0.993]\'','\'(-2.264-0.477]\'','\'(-1.572-0.818]\'','\'(-2.181-0.664]\'','\'(-1.063-1.388]\'','\'(-1.011-1.408]\'','\'(-1.279-1.109]\'','\'(-inf-0.889]\'','\'(-inf-1.092]\'',False.
'\'(-inf--0.487]\'',no,no,'\'(-inf-0.65]\'','\'(-1.154-0.993]\'','\'(-2.264-0.477]\'','\'(-1.572-0.818]\'','\'(-2.181-0.664]\'','\'(-1.063-1.388]\'','\'(-1.011-1.408]\'','\'(-1.279-1.109]\'','\'(-inf-0.889]\'','\'(-inf-1.092]\'',False.
'\'(-0.487-1.539]\'',no,no,'\'(-inf-0.65]\'','\'(-1.154-0.993]\'','\'(-2.264-0.477]\'','\'(0.818-inf)\'','\'(0.664-inf)\'','\'(-1.063-1.388]\'','\'(-inf--1.011]\'','\'(-1.279-1.109]\'','\'(-inf-0.889]\'','\'(-inf-1.092]\'',False.
'\'(-inf--0.487]\'',no,no,'\'(-inf-0.65]\'','\'(0.993-inf)\'','\'(-2.264-0.477]\'','\'(-1.572-0.818]\'','\'(-2.181-0.664]\'','\'(-1.063-1.388]\'','\'(-1.011-1.408]\'','\'(-1.279-1.109]\'','\'(0.889-3.597]\'','\'(-inf-1.092]\'',False.
'\'(-inf--0.487]\'',no,no,'\'(-inf-0.65]\'','\'(-1.154-0.993]\'','\'(-2.264-0.477]\'','\'(-1.572-0.818]\'','\'(-2.181-0.664]\'','\'(-1.063-1.388]\'','\'(-1.011-1.408]\'','\'(-1.279-1.109]\'','\'(-inf-0.889]\'','\'(-inf-1.092]\'',False.
'\'(1.539-inf)\'',no,yes,'\'(0.65-1.892]\'','\'(-1.154-0.993]\'','\'(-2.264-0.477]\'','\'(-1.572-0.818]\'','\'(-2.181-0.664]\'','\'(-inf--1.063]\'','\'(-inf--1.011]\'','\'(1.109-inf)\'','\'(-inf-0.889]\'','\'(-inf-1.092]\'',False.
'\'(-0.487-1.539]\'',no,no,'\'(-inf-0.65]\'','\'(-1.154-0.993]\'','\'(-2.264-0.477]\'','\'(-1.572-0.818]\'','\'(-2.181-0.664]\'','\'(-1.063-1.388]\'','\'(-1.011-1.408]\'','\'(-1.279-1.109]\'','\'(0.889-3.597]\'','\'(-inf-1.092]\'',False.
'\'(-0.487-1.539]\'',no,no,'\'(-inf-0.65]\'','\'(0.993-inf)\'','\'(-2.264-0.477]\'','\'(-1.572-0.818]\'','\'(0.664-inf)\'','\'(-1.063-1.388]\'','\'(-1.011-1.408]\'','\'(-1.279-1.109]\'','\'(0.889-3.597]\'','\'(-inf-1.092]\'',False.
'\'(1.539-inf)\'',yes,no,'\'(-inf-0.65]\'','\'(-inf--1.154]\'','\'(-inf--2.264]\'','\'(-1.572-0.818]\'','\'(0.664-inf)\'','\'(-1.063-1.388]\'','\'(-1.011-1.408]\'','\'(-1.279-1.109]\'','\'(0.889-3.597]\'','\'(-inf-1.092]\'',False.
'\'(-0.487-1.539]\'',no,no,'\'(-inf-0.65]\'','\'(-inf--1.154]\'','\'(0.477-inf)\'','\'(-1.572-0.818]\'','\'(-2.181-0.664]\'','\'(-1.063-1.388]\'','\'(1.408-inf)\'','\'(-1.279-1.109]\'','\'(-inf-0.889]\'','\'(-inf-1.092]\'',False.
'\'(-inf--0.487]\'',no,no,'\'(-inf-0.65]\'','\'(-1.154-0.993]\'','\'(0.477-inf)\'','\'(-1.572-0.818]\'','\'(-2.181-0.664]\'','\'(-1.063-1.388]\'','\'(-1.011-1.408]\'','\'(-1.279-1.109]\'','\'(-inf-0.889]\'','\'(-inf-1.092]\'',False.
'\'(-0.487-1.539]\'',no,no,'\'(-inf-0.65]\'','\'(-1.154-0.993]\'','\'(-2.264-0.477]\'','\'(-inf--1.572]\'','\'(-2.181-0.664]\'','\'(-1.063-1.388]\'','\'(-1.011-1.408]\'','\'(-1.279-1.109]\'','\'(-inf-0.889]\'','\'(-inf-1.092]\'',False.
'\'(-0.487-1.539]\'',yes,yes,'\'(1.892-inf)\'','\'(-1.154-0.993]\'','\'(0.477-inf)\'','\'(0.818-inf)\'','\'(-2.181-0.664]\'','\'(-1.063-1.388]\'','\'(-inf--1.011]\'','\'(-inf--1.279]\'','\'(-inf-0.889]\'','\'(-inf-1.092]\'',True.
